ID,Name,Grade,Feet,Climb Type,Send Type,Date,Send,Trip ID,Location,Area,Partners,Notes
OID-155,Direct TV,5.10A,60,Sport,Lead,1-18-2020,n,TID-030 ,Lone Mountain,Suburban Crag,Ann,"French free on the slab section, gotta work this part."
OID-156,TV Guide,5.7,75,Sport,TR,1-18-2020,y,TID-030 ,Lone Mountain,Suburban Crag,"Ann, Ellen, Amy Slawson, Sarah Kim",
OID-157,Never Kiss A Cactus,5.8,70,Sport,TR,1-19-2020,y,TID-030 ,Red Rocks NP,Cactus Massacre,"Ann, Ellen, Amy Slawson, Sarah Kim",
OID-158,Cactus Pete,5.10A,70,Sport,Lead,1-19-2020,y,TID-030 ,Red Rocks NP,Cactus Massacre,"Ann, Ellen, Amy Slawson, Sarah Kim",
OID-159,Cactus Hugger,5.10C/D,70,Sport,TR,1-19-2020,n,TID-030 ,Red Rocks NP,Cactus Massacre,"Ann, Ellen, Amy Slawson, Sarah Kim",
OID-160,One Flew Over the Cactus Nest,5.10B,70,Sport,TR,1-19-2020,y,TID-030 ,Red Rocks NP,Cactus Massacre,"Ann, Ellen, Amy Slawson, Sarah Kim",Yay finally sent! Ready for lead.
OID-161,Plumbers Crack,V0,25,Boulder,,1-20-2020,y,TID-030 ,Red Rocks NP,Plumber's Crack,"Ann, Ellen, Amy Slawson, Sarah Kim",
OID-162,Double Cross,5.7+,95,Trad,Lead,2-23-2020,y,TID-031,Joshua Tree NP,The Old Woman,"Ann, Mike",
OID-163,Toe Jam,5.7,60,Trad,Lead,2-23-2020,y,TID-031,Joshua Tree NP,The Old Woman,"Ann, Mike",
OID-164,Rob's Rambunctious Ride,5.9,75,Sport,Lead,2-29-2020,y,TID-032,New Jack City,Raven Rocks,"Ann, Daniel, Mike, Noah, Gavin, Paul","Can do the sketchy move, woo!"
OID-165,Welcome to New Jack City,5.10A,60,Sport,Lead,2-29-2020,n,TID-032,New Jack City,Raven Rocks,"Ann, Daniel, Mike, Noah, Gavin, Paul","Happy to hop on this one on lead, just got confused about betaon the stemmy vert rails. Very doable if committing to the stem"
OID-166,Step Across,5.10A,85,Sport,TR,2-29-2020,y,TID-032,New Jack City,Raven Rocks,"Ann, Daniel, Mike, Noah, Gavin, Paul",Face-climbing the bulge is very doable.
OID-167,Love Onsite,5.10C,65,Sport,TR,2-29-2020,y,TID-032,New Jack City,Raven Rocks,"Ann, Daniel, Mike, Noah, Gavin, Paul",ITS READY FOR LEAD
OID-168,Route 66,5.9+,65,Sport,TR,2-29-2020,y,TID-032,New Jack City,Raven Rocks,"Ann, Daniel, Mike, Noah, Gavin, Paul",Wow.. really felt easier this time around.
OID-169,Inspect Her Cool Soul,5.9,85,Sport,Lead,3-7-2020,y,TID-033,Echo Cliffs,Tea Room,"Noah, Louven",
OID-170,Fen Gliddich,5.10A/B,85,Sport,TR,3-7-2020,y,TID-033,Echo Cliffs,Tea Room,"Noah, Louven",
OID-171,English Breakfast Tea,5.10A,80,Sport,Lead,3-7-2020,y,TID-033,Echo Cliffs,Tea Room,"Noah, Louven",
OID-172,Toe Jam,5.7,60,Trad,Lead,3-14-2020,y,TID-034,Joshua Tree NP,The Old Woman,"Ann, Noah",
OID-173,Double Cross,5.7+,95,Trad,Lead,3-14-2020,y,TID-034,Joshua Tree NP,The Old Woman,"Ann, Noah",
OID-174,The Eye,5.4,150,Trad,Lead,3-14-2020,y,TID-034,Joshua Tree NP,The Old Woman,"Ann, Noah",
OID-175,Medicine Man,5.7+,40,Sport,TR,7-13-2020,y,TID-035,Holcomb Valley Pinnacles,Thunderbird Wall,"Ann, David, Kevin, Louven",First climb since COVID-19 Lockdown
OID-176,Nervous Twitch,5.9,50,Sport,TR,7-13-2020,y,TID-035,Holcomb Valley Pinnacles,Thunderbird Wall,"Ann, David, Kevin, Louven",
OID-177,Thunderbird,5.9,45,Sport,TR,7-13-2020,y,TID-035,Holcomb Valley Pinnacles,Thunderbird Wall,"Ann, David, Kevin, Louven",
OID-178,Bird of Prey,5.8+,45,Sport,TR,7-13-2020,y,TID-035,Holcomb Valley Pinnacles,Thunderbird Wall,"Ann, David, Kevin, Louven",
OID-179,Fun Police,5.6,60,Sport,Lead,7-25-2020,y,TID-036,Holcomb Valley Pinnacles,Motherlode Rock,"Ann, Gavin",
OID-180,Whiptail,5.9,50,Sport,Lead,7-25-2020,y,TID-036,Holcomb Valley Pinnacles,Motherlode Rock,"Ann, Gavin",
OID-181,Smackdown,5.8,50,Sport,TR,7-25-2020,y,TID-036,Holcomb Valley Pinnacles,Motherlode Rock,"Ann, Gavin",
OID-182,Wildrose,5.4,40,Sport,Lead,7-25-2020,y,TID-036,Holcomb Valley Pinnacles,Motherlode Rock,"Ann, Gavin",
OID-183,Blasting Cap,5.7,35,Sport,Lead,7-25-2020,y,TID-036,Holcomb Valley Pinnacles,Motherlode Rock,"Ann, Gavin",
OID-184,Bob's Bolts,5.4,40,Sport,Lead,9-24-2020,y,TID-037,Maple Canyon,Schoolroom Area,"Ann, Louven",
OID-185,Chocolate Doobie,5.7+,40,Sport,TR,9-24-2020,y,TID-037,Maple Canyon,Schoolroom Area,"Ann, Louven",
OID-186,Extra Credit,5.7,30,Sport,Lead,9-24-2020,y,TID-037,Maple Canyon,Schoolroom Area,"Ann, Louven",
OID-187,Full Moon Monkey,5.8+,70,Sport,Lead,9-25-2020,y,TID-037,Maple Canyon,Orangutan Wall,"Ann, Louven",
OID-188,Don't Feed the Monkey,5.7,95,Sport,TR,9-25-2020,y,TID-037,Maple Canyon,Orangutan Wall,"Ann, Louven",
OID-189,That Be Me,5.6,50,Sport,Lead,9-25-2020,y,TID-037,Maple Canyon,Billy the Kid Wall,"Ann, Louven",
OID-190,I'll Make You Famous,5.7,60,Sport,Lead,9-25-2020,y,TID-037,Maple Canyon,Billy the Kid Wall,"Ann, Louven",
OID-191,Early Bird Arete,5.8,70,Sport,Lead,9-26-2020,y,TID-037,Maple Canyon,Early Bird Crag,"Ann, Louven",
OID-192,Return of the Drillslingers,5.8,75,Sport,TR,9-26-2020,y,TID-037,Maple Canyon,Early Bird Crag,"Ann, Louven",
OID-193,The Chicken Who Didnt,5.9,90,Sport,Lead,9-27-2020,y,TID-037,Maple Canyon,Rd Kill Wall,"Ann, Louven",
OID-194,Listen To Your Dinner,5.8,70,Sport,TR,9-27-2020,y,TID-037,Maple Canyon,Rd Kill Wall,"Ann, Louven",
OID-195,Roach On Rye,5.8,40,Sport,Lead,9-27-2020,y,TID-037,Maple Canyon,Rd Kill Wall,"Ann, Louven",
OID-196,Peterbilt,5.7,100,Sport,TR,9-27-2020,y,TID-037,Maple Canyon,Rd Kill Wall,"Ann, Louven",
OID-197,East Wall Crack,5.7,50,Trad,TR,10-4-2020,y,TID-038,Stony Point,Nabisco Canyon,"Ann, Ash, Parshav","2 cams, 1 stopper, 1 bolt"
OID-198,A Midsummer's Night Seam,5.7,35,Sport,Lead,10-18-2020,y,TID-039,Holcomb Valley Pinnacles,Skyy Slab,"Ann, Gavin",
OID-199,Rotgut,5.8,35,Sport,Lead,10-18-2020,y,TID-039,Holcomb Valley Pinnacles,Skyy Slab,"Ann, Gavin",
OID-200,Shoot At Will,5.8,45,Sport,Lead,10-18-2020,y,TID-039,Holcomb Valley Pinnacles,Skyy Slab,"Ann, Gavin",
OID-201,Nervous Twitch,5.9,50,Sport,TR,10-18-2020,y,TID-039,Holcomb Valley Pinnacles,Thunderbird Wall,"Ann, Gavin",
OID-202,Chimps Ahoy,5.10A,80,Sport,TR,10-24-2020,n,TID-040,Malibu Creek State Park,Sumbling Blocks,"Ann, Louven, Adelaide, Justin",
OID-203,Tonto,5.5,90,Trad,Lead,11-1-2020,y,TID-041,Red Rocks NP,Ragged Edges Area,Ann,
OID-204,Ragged Edges,5.8,60,Trad,Lead,11-1-2020,y,TID-041,Red Rocks NP,Ragged Edges Area,Ann,
OID-205,Poundcake,5.8,40,Sport,Lead,11-2-2020,y,TID-041,Red Rocks NP,Wake-Up Wall,"Ann, Rebecca, Marty",
OID-206,First Born,5.10b,65,Sport,TR,11-2-2020,n,TID-041,Red Rocks NP,Wake-Up Wall,"Ann, Rebecca, Marty",Really struggled with the crux
OID-207,Slip 'N Slide,5.9,115,Sport,Lead,11-7-2020,y,TID-042,Owens River Gorge,Lower Elbow Room,"Ann, Gavin, Louven, Elizabeth",
OID-208,Not Too Stout,5.7,60,Sport,Lead,11-7-2020,y,TID-042,Owens River Gorge,Pub Wall,"Ann, Gavin, Louven, Elizabeth",
OID-209,Abitafun,5.9,105,Sport,Lead,11-7-2020,y,TID-042,Owens River Gorge,Pub Wall,"Ann, Gavin, Louven, Elizabeth",
OID-210,Son of Belayer Slayer,5.10a PG13,120,Sport,Lead,11-7-2020,n,TID-042,Owens River Gorge,All You Can Eat,"Ann, Gavin, Louven, Elizabeth",
OID-211,Cinderella,5.9,60,Sport,Lead,11-7-2020,n,TID-042,Owens River Gorge,All You Can Eat,"Ann, Gavin, Louven, Elizabeth",
OID-212,Step Right Up,5.8,65,Sport,Lead,11-7-2020,y,TID-042,Owens River Gorge,All You Can Eat,"Ann, Gavin, Louven, Elizabeth",
OID-213,Wow Is Me,V0,8,Boulder,,11-8-2020,y,TID-042,Happy Boulders,Tom Peter's Slab Area,"Ann, Gavin, Louven, Elizabeth","Overhang, first boulder in ages"
OID-214,Face I,V0,9,Boulder,,11-22-2020,y,TID-043,Stoney Point,Cap Rock,"Ann, Gavin",Did some easy warm up shenanigans on slant boulder
OID-215,The Chief,5.5,40,Trad,Lead,11-29-2020,y,TID-044,Joshua Tree NP,Reggie Dome,"Louven, Ellen",I might have done the 5.9 arete finish?
OID-216,Beginner's Three,5.3,50,Trad,Lead,11-29-2020,y,TID-044,Joshua Tree NP,Intersection Rock,Louven,
OID-217,Toe Jam,5.7,60,Trad,Lead,11-29-2020,y,TID-044,Joshua Tree NP,Old Woman Face,Louven,
OID-218,Green Eggs and Ham,5.7,50,Sport,Lead,12-20-2020,y,TID-045,New Jack City,Boy Scout Wall,"Ann, Gavin",
OID-219,Jack Be Nimble,5.8,75,Sport,Lead,12-20-2020,y,TID-045,New Jack City,Boy Scout Wall,"Ann, Gavin",
OID-220,Reaching Rayane,5.9,70,Sport,Lead,12-20-2020,y,TID-045,New Jack City,Boy Scout Wall,"Ann, Gavin",
OID-221,Gorgeous,5.10a,60,Sport,Lead,12-24-2020,y,TID-046,Malibu Creek State Park,Mt Gorgeous,"Ann, Gavin",
OID-222,Getaway,5.10a,65,Sport,Lead,12-27-2020,n,TID-047,New Jack City,Getaway,"Ann, Gavin",
OID-223,I Am A Climber And I Vote,5.10a,50,Sport,TR,12-27-2020,y,TID-047,New Jack City,Getaway,"Ann, Gavin",
OID-224,Ryan Goes to College,5.6,85,Sport,Lead,12-27-2020,y,TID-047,New Jack City,Getaway,"Ann, Gavin",
OID-225,Route 66,5.9+,65,Sport,Lead,12-27-2020,y,TID-047,New Jack City,Raven Rocks,"Ann, Gavin",
OID-226,The Chief,5.5,40,Trad,Lead,1-2-2021,y,TID-048,Joshua Tree NP,Reggie Dome,"Ann, Emily",
OID-227,Speed Bump,5.6,85,Sport,TR,1-2-2021,y,TID-048,Joshua Tree NP,Reggie Dome,"Ann, Emily",
OID-228,Mother's Milk,5.8,70,Sport,Lead,1-9-2021,y,TID-049,Red Rocks NP,Hunter S Thompson Dome,"Ann, Gavin",
OID-229,Crazy Eights,5.8,85,Sport,Lead,1-9-2021,y,TID-049,Red Rocks NP,Hunter S Thompson Dome,"Ann, Gavin",
OID-230,Squire,5.10c,50,Sport,Lead,1-9-2021,n,TID-049,Red Rocks NP,Hunter S Thompson Dome,"Ann, Gavin","Broke the climb into 2 parts, can probably lead clean next time"
OID-231,Bonaire,5.9,80,Sport,TR,1-10-2021,y,TID-049,Red Rocks NP,Hunter S Thompson Dome,"Ann, Gavin",
OID-232,Burros Don't Gamble,5.10c,80,Sport,TR,1-10-2021,n,TID-049,Red Rocks NP,Hunter S Thompson Dome,"Ann, Gavin",
OID-233,Burros Might Fly,5.10b PG13,70,Sport,TR,1-10-2021,y,TID-049,Red Rocks NP,Hunter S Thompson Dome,"Ann, Gavin",
OID-234,Dry Spell,5.9,65,Sport,Lead,1-17-2021,y,TID-050,New Jack City,White Streaked Face,"Ann, Louven, Adelaide, Justin",Another great NJC 5.9
OID-235,You Just Got Jacked,5.10a,65,Sport,Lead,1-17-2021,y,TID-050,New Jack City,White Streaked Face,"Ann, Louven, Adelaide, Justin",Mental crux is reaching to clip as a short person. Top half is airy and fun
OID-236,Unleash The Dragon (aka There Goes The Neighborhood),5.7,40,Sport,Lead,1-17-2021,y,TID-050,New Jack City,Boy Scout Wall,"Ann, Louven, Adelaide, Justin",
OID-237,Powder Puff Girls,5.9,40,Sport,Lead,2-6-2021,y,TID-051,Malibu Creek State Park,Power Wall,"Ann, Louven, Adelaide, Justin",
OID-238,Power Ranger,5.9,40,Sport,TR,2-6-2021,y,TID-051,Malibu Creek State Park,Power Wall,"Ann, Louven, Adelaide, Justin",
OID-239,Electric Eye,5.10c,40,Sport,TR,2-6-2021,y,TID-051,Malibu Creek State Park,Power Wall,"Ann, Louven, Adelaide, Justin",
OID-240,Power Station,5.10b,50,Sport,Lead,2-6-2021,y,TID-051,Malibu Creek State Park,Power Wall,"Ann, Louven, Adelaide, Justin",
OID-241,Seven Grain Arete,V1,10,Boulder,attempt,2-20-2021,n,TID-052,Joshua Tree NP,Stongehenge Boulders,Ann,
OID-242,Multi Grain,V0,15,Boulder,attempt,2-20-2021,n,TID-052,Joshua Tree NP,Stongehenge Boulders,Ann,
OID-243,Small World,V-easy,10,Boulder,send,2-20-2021,y,TID-052,Joshua Tree NP,Stongehenge Boulders,Ann,"Extremely happy to snag this one, committing at the top"
OID-244,Interceptor,V0,15,Boulder,send,2-20-2021,y,TID-052,Joshua Tree NP,Stongehenge Boulders,Ann,
OID-245,Seven Grain Arete,V1,10,Boulder,attempt,2-27-2021,n,TID-053,Joshua Tree NP,Stongehenge Boulders,Ann,
OID-246,One-Eyed Jack,V-easy,15,Boulder,send,2-27-2021,y,TID-053,Joshua Tree NP,Stongehenge Boulders,Ann,
OID-247,Picante Left,V1,10,Boulder,send,3-6-2021,y,TID-054,Kraft Boulders,Picante Sauce,Ann,Really had to work this one but was able to send with a great heel hook beta
OID-248,The Groove,V1,7,Boulder,send,3-6-2021,y,TID-054,Kraft Boulders,Cube Area,Ann,
OID-249,I Disagree,V1,12,Boulder,send,3-6-2021,y,TID-054,Kraft Boulders,Bill's Boulder,Ann,
OID-250,Monkey Crack,V1,20,Boulder,send,3-6-2021,y,TID-054,Kraft Boulders,Monkey Bar Boulder,Ann,
OID-251,Let's Meetup,5.7,50,Sport,Lead,3-7-2021,y,TID-054,Red Rocks NP,Meetup Wall,"Ellen, Amy, Kim, Kevin",
OID-252,Member Profile,5.7,50,Sport,Lead,3-7-2021,y,TID-054,Red Rocks NP,Meetup Wall,"Ellen, Amy, Kim, Kevin",
OID-253,Safety First,5.6,50,Sport,Lead,3-7-2021,y,TID-054,Red Rocks NP,Meetup Wall,"Ellen, Amy, Kim, Kevin",
OID-254,Count Me In,5.8,60,Sport,Lead,3-7-2021,y,TID-054,Red Rocks NP,Meetup Wall,"Ellen, Amy, Kim, Kevin",
OID-255,Upcoming Meetups,5.10a,60,Sport,Lead,3-7-2021,y,TID-054,Red Rocks NP,Meetup Wall,"Ellen, Amy, Kim, Kevin",
OID-256,Sponsors Wanted,5.9,60,Sport,Lead,3-7-2021,y,TID-054,Red Rocks NP,Meetup Wall,"Ellen, Amy, Kim, Kevin",
OID-257,The De-Nogginizer,5.11a,75,Sport,TR,3-7-2021,n,TID-054,Red Rocks NP,Hunter S Thompson Dome,"Ann, Rebecca, Marty",Hung/Fell at the 2 cruxes
OID-258,Tweedle Dee,5.5,40,Trad,Lead,5-26-2021,y,TID-055,Lake Tahoe Area,Trippy Rock,"Ann, Emily, Kevin, Ellen, Amanda, Becca",
OID-259,Roto Arete,5.9,30,Sport,TR,5-26-2021,y,TID-055,Lake Tahoe Area,Trippy Rock,"Ann, Emily, Kevin, Ellen, Amanda, Becca",
OID-260,Space Truckin',5.10-,110,Trad,TR,5-29-2021,n,TID-055,Lake Tahoe Area,Eagle Lake Cliff,"Ann, Emily, Mark",
OID-261,Quest for Glory,5.10d,40,Trad,TR,5-29-2021,n,TID-055,Lake Tahoe Area,Eagle Lake Cliff,"Ann, Emily, Mark","Tried 1st half stem problem, a little bit of pulling the roof"
OID-262,Contenintal Shelf,v3,8,Boulder,attempt,5-24-2021,n,TID-055,Lake Tahoe Area,Lost In Space,"Emily, Amanda, Kevin",little hand jam situation but tricky to gain
OID-263,Line Dance,V1+,12,Boulder,attempt,8-8-2021,n,TID-056,Tramway,Dance Floor,"Ann, Gavin",
OID-264,Waltz,V1,12,Boulder,send,8-8-2021,y,TID-056,Tramway,Dance Floor,"Ann, Gavin",
OID-265,Hueco Shuffle,V1,13,Boulder,attempt,8-8-2021,n,TID-056,Tramway,Dance Floor,"Ann, Gavin",
OID-266,Tree Problem,V0-,12,Boulder,send,8-8-2021,y,TID-056,Tramway,Flash Gordon Area,"Ann, Gavin",
OID-267,Problem A,V0,12,Boulder,send,8-8-2021,y,TID-056,Tramway,Shangri-La,"Ann, Gavin",
OID-268,Problem B,V1,12,Boulder,attempt,8-8-2021,n,TID-056,Tramway,Dance Floor,"Ann, Gavin",
OID-269,Crack Horror,5.11b,70,Sport,TR,8-22-2021,n,TID-057,Malibu Creek State Park,Mt Gorgeous,David,
OID-270,Climate Changed,5.10c/d,70,Sport,Lead,8-22-2021,n,TID-057,Malibu Creek State Park,Mt Gorgeous,David,"Tough start but the rest of the climb was very fun. Crux is at the 4th bolt gaining the hueco/bulge, ended up doing a big throw for the massive jug. Similar big throw at the rail higher up. Awesome climb!!!"
OID-271,Nightime Shenanigans,5.8,50,Sport,Lead,9-4-2021,y,TID-058,Mt Charleston,Walla Walla Wash,"Ann, Noah, Elizabeth",
OID-272,Where's my Dog,5.8,50,Sport,Lead,9-4-2021,y,TID-058,Mt Charleston,Walla Walla Wash,"Ann, Noah, Elizabeth",
OID-273,Lost and Found,5.9+,50,Sport,Lead,9-4-2021,y,TID-058,Mt Charleston,Walla Walla Wash,"Ann, Noah, Elizabeth",
OID-274,The Hundreth Monkey,5.10a,40,Sport,Lead,9-5-2021,y,TID-058,Mt Charleston,Walla Walla Wash,"Ann, Noah, Elizabeth",
OID-275,1057,5.10b,55,Sport,Lead,9-4-2021,n,TID-058,Mt Charleston,Yellow Pine,"Ann, Noah, Elizabeth",Hung once iirc
OID-276,The Priceless Value of Old Friends,5.10a,55,Sport,Lead,9-5-2021,y,TID-058,Mt Charleston,White Pine,"Ann, Noah, Elizabeth",
OID-277,Asking for a Friend,5.10a/b,55,Sport,Lead,9-5-2021,y,TID-058,Mt Charleston,White Pine,"Ann, Noah, Elizabeth",
OID-278,Does the Stoke Ever End,5.10c,55,Sport,Lead,9-5-2021,y,TID-058,Mt Charleston,White Pine,"Ann, Noah, Elizabeth",
OID-279,"Today, We are Thurday!",5.11b,60,Sport,TR,9-5-2021,n,TID-058,Mt Charleston,White Pine,"Ann, Noah, Elizabeth",
OID-280,Big Flake,5.8,40,Sport,Lead,9-6-2021,y,TID-058,Mt Charleston,Den Of Thieves Area,Ann,
OID-281,The Harder They Come,5.10c,70,Sport,Lead,9-6-2021,y,TID-058,Mt Charleston,Den Of Thieves Area,Ann,"Trad-stemmy and tough and full of surprises, love it to death"
OID-282,Gibraltar,v1,9,Spectator,injured,11-26-2021,n,TID-059,Moes Valley,Sentinel Area,"Ann, Gavin",
OID-283,Mercy Flush,v2+,10,Spectator,injured,11-26-2021,n,TID-059,Moes Valley,Sentinel Area,"Ann, Gavin",
OID-284,Tic Talk,v0+,8,Spectator,injured,11-26-2021,n,TID-059,Moes Valley,Sentinel Area,"Ann, Gavin",
OID-285,Tic Talk,v0-1,8,Spectator,injured,11-26-2021,n,TID-059,Moes Valley,Sentinel Area,"Ann, Gavin",
OID-286,Playdate,v1,8,Spectator,injured,11-26-2021,n,TID-059,Moes Valley,Sentinel Area,"Ann, Gavin",
OID-287,Coco,v2-3,12,Spectator,injured,11-26-2021,n,TID-059,Moes Valley,Sentinel Area,"Ann, Gavin","Ann sends, so exciting!"
OID-288,Takin' It to the Ground,V3,10,Spectator,injured,11-26-2021,n,TID-059,Moes Valley,Sentinel Area,"Ann, Gavin",
OID-289,Device Ignitor Right,V3,10,Spectator,injured,11-26-2021,n,TID-059,Moes Valley,Sentinel Area,"Ann, Gavin",
OID-290,Rails of Sand,V1-2,12,Spectator,injured,11-28-2021,n,TID-059,Pioneer Park,Boy Scout Cave,"Ann, Gavin",Per Dylan's suggestion we came here
OID-291,Power of the Rock Rat,V-easy,10,Spectator,injured,12-5-2021,n,TID-060,Joshua Tree NP,Turtle Rock Circuit,"Ann, Rebecca, Marty, Noah",
OID-292,Discount Dyno,V0,10,Spectator,injured,12-5-2021,n,TID-060,Joshua Tree NP,Turtle Rock Circuit,"Ann, Rebecca, Marty, Noah",
OID-293,Turnbuckle,V1+,12,Spectator,injured,12-5-2021,n,TID-060,Joshua Tree NP,Turtle Rock Circuit,"Ann, Rebecca, Marty, Noah",
OID-294,Turnbuckle Arete,V-easy,12,Spectator,injured,12-5-2021,n,TID-060,Joshua Tree NP,Turtle Rock Circuit,"Ann, Rebecca, Marty, Noah",
OID-295,Fade,V3,11,Spectator,injured,12-5-2021,n,TID-060,Joshua Tree NP,Turtle Rock Circuit,"Ann, Rebecca, Marty, Noah",
OID-296,Tilt-O-Meter Center,V1,8,Boulder,send,1-1-2022,y,TID-061,Joshua Tree NP,Outback Bouldering,"Ann, Emily","First overhang, very happy about this"
OID-297,Tilt-O-Meter Center,V1,10,Boulder,send,1-1-2022,y,TID-061,Joshua Tree NP,Outback Bouldering,"Ann, Emily",
OID-298,False Hueco,V1,11,Boulder,attempt,1-1-2022,n,TID-061,Joshua Tree NP,Outback Bouldering,"Ann, Emily, Manny, Thor, Brian",
OID-299,False Hueco Traverse,V2,15,Boulder,attempt,1-1-2022,n,TID-061,Joshua Tree NP,Outback Bouldering,"Ann, Emily, Manny, Thor, Brian",
OID-300,Power of the Rock Rat,V-easy,10,Boulder,send,1-2-2022,y,TID-061,Joshua Tree NP,Turtle Rock Circuit,"Ann, Emily",Very happy to come back for this and get it!
OID-301,Discount Dyno,V0,10,Boulder,attempt,1-2-2022,n,TID-061,Joshua Tree NP,Turtle Rock Circuit,"Ann, Emily",
OID-302,False Hueco,V1,11,Boulder,attempt,1-2-2022,n,TID-061,Joshua Tree NP,Outback Bouldering,"Ann, Emily",
OID-303,False Hueco Traverse,V2,15,Boulder,attempt,1-2-2022,n,TID-061,Joshua Tree NP,Outback Bouldering,"Ann, Emily",
OID-304,Mr. Hyde,V0-,10,Boulder,send,1-2-2022,y,TID-061,Joshua Tree NP,Outback Bouldering,"Ann, Emily",
OID-305,Trout Chow,V0-,10,Boulder,send,1-2-2022,y,TID-061,Joshua Tree NP,Outback Bouldering,"Ann, Emily",
OID-306,Chuckawalla,V1,15,Boulder,attempt,1-2-2022,n,TID-061,Joshua Tree NP,Outback Bouldering,"Ann, Emily",
OID-307,West Face Arete,V-easy,9,Boulder,send,1-2-2022,n,TID-061,Joshua Tree NP,Outback Bouldering,"Ann, Emily",
OID-308,Strange Quotations,V0+,18,Boulder,send,1-15-2022,y,TID-062,Happy Boulders,Tom Peter's Slab Area,"Ann, Emily, Noah",
OID-309,Monkey Hang,V3,12,Boulder,attempt,1-15-2022,n,TID-062,Happy Boulders,Slow Dance/Gleaner Area,"Ann, Emily, Noah",
OID-310,Run With Me,V2,14,Boulder,attempt,1-15-2022,n,TID-062,Happy Boulders,Slow Dance/Gleaner Area,"Ann, Emily, Noah",Getting about halfway up
OID-311,Happy Hooker,V0+,10,Boulder,send,1-15-2022,y,TID-062,Happy Boulders,"More Water, Less Power","Ann, Emily, Noah",
OID-312,Problem D,V0,12,Boulder,send,1-16-2022,y,TID-062,Buttermilks,Ranger Rock,"Ann, Emily, Noah, Tim, Sam",
OID-313,Problem A,V3,15,Boulder,send,1-16-2022,y,TID-062,Buttermilks,Ranger Rock,"Ann, Emily, Noah, Rebecca, Marty",Woo!!! Bishop V3!!!
OID-314,Sheepherder,V2,18,Boulder,attempt,1-16-2022,n,TID-062,Buttermilks,The Loaf,"Ann, Emily, Noah, Rebecca, Marty",
OID-315,Hero Roof,V0,14,Boulder,send,1-16-2022,y,TID-062,Buttermilks,Iron Man Area,"Ann, Emily, Noah",
OID-316,Jolly Beggar,V0-,15,Boulder,send,1-17-2022,y,TID-062,Happy Boulders,Central Happiness,"Ann, Emily, Noah",
OID-317,Solarium,V4,15,Boulder,attempt,1-17-2022,n,TID-062,Happy Boulders,Central Happiness,"Ann, Emily, Noah, Tim, Sam","Making it about halfway, gotta work on crimp strength, extension strength, core strength, etc"
OID-318,Nitwit,V0,13,Boulder,send,1-29-2022,y,TID-063,Joshua Tree NP,JBMF Boulders,"Ann, Gavin, Thor, Manny",
OID-319,Yabo Roof,V3,8,Boulder,attempt,1-29-2022,n,TID-063,Joshua Tree NP,JBMF Boulders,"Ann, Gavin, Thor, Manny",
OID-320,Yardarm,V1,13,Boulder,attempt,1-29-2022,n,TID-063,Joshua Tree NP,JBMF Boulders,"Ann, Gavin, Thor, Manny",I am very close but I am very short!
OID-321,Slick Willie,V2,14,Boulder,attempt,1-29-2022,n,TID-063,Joshua Tree NP,JBMF Boulders,"Ann, Gavin, Thor, Manny","Nice fun start, but a little slippery to get good traction on it"
OID-322,Flintlock Dyno,V0,10,Boulder,attempt,1-29-2022,n,TID-063,Joshua Tree NP,Outback Bouldering,"Ann, Gavin, Thor, Manny",
OID-323,Chuckawalla,V1,15,Boulder,send,1-29-2022,y,TID-063,Joshua Tree NP,Outback Bouldering,"Ann, Gavin, Thor, Manny",Very happy to have returned for the revenge send!!!
OID-324,Right of Crack,V2,19,Boulder,Send,2-19-2022,y,TID-064,Kraft Boulders,Monkey Bar Boulder,"Ann, Kandi, Amber, Robbie",
OID-325,Monkey Crack,V1,12,Boulder,Send,2-19-2022,y,TID-064,Kraft Boulders,Monkey Bar Boulder,"Ann, Kandi, Amber, Robbie",
OID-326,Monkey Crack,V2,12,Boulder,Send,2-19-2022,y,TID-064,Kraft Boulders,Monkey Bar Boulder,"Ann, Kandi, Amber, Robbie",
OID-327,Center Face,V2-3,12,Boulder,Send,2-19-2022,y,TID-064,Kraft Boulders,Monkey Bar Boulder,"Ann, Kandi, Amber, Robbie",There is a very low sit start that might make it more of a hard V3
OID-328,Monkey Bar,V2,20,Boulder,Send,2-19-2022,y,TID-064,Kraft Boulders,Monkey Bar Boulder,"Ann, Kandi, Amber, Robbie, Alex Chung, JD, Tim",
OID-329,Heart and Sole Left,V2,15,Boulder,Send,2-20-2022,y,TID-064,Kraft Boulders,West Cluster,Ann,"After staying at the Trump hotel, we were invigorated and ready to send. Also this climb is fantastic, techy, beautiful movement and trust in tension"
OID-330,Heart and Sole,V2,15,Boulder,send,2-20-2022,y,TID-064,Kraft Boulders,West Cluster,"Ann, Vegas Manny+Friend",
OID-331,Right Traverse,V1,10,Boulder,Send,2-20-2022,y,TID-064,Kraft Boulders,West Cluster,Ann,
OID-332,Arete Right,V2,10,Boulder,Send,2-20-2022,y,TID-064,Kraft Boulders,West Cluster,Ann,
OID-333,Sorange,V3,15,Boulder,attempt,2-20-2022,n,TID-064,Kraft Boulders,West Cluster,Ann,Gave this many goes but many parts of this climb was difficult for me
